蒂娜 Dina,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
童心无归处 Casting JonBenet,基蒂·格林,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
追逐珊瑚 Chasing Coral,杰夫·奥洛威斯基,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
幽灵之城 City of Ghosts,马修·海涅曼,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
德洛丽丝 Dolores,彼得·布拉特,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
伊卡洛斯 Icarus,布莱恩·佛格尔,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
新激进主义 The New Radical,Adam Bhala Lough,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
无人诉说 Nobody Speak: Trials of the Free Press,布莱恩·耐本伯格,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
战利品 Trophy,Shaul Schwarz,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
水与电：一次加州大劫案 Water &amp; Power: A California Heist,玛琳娜·泽诺维奇,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
警队 The Force,彼得·尼克斯,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
寻求 Quest,乔纳森·奥谢夫斯基 ,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
社团 Step,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
坚强之岛 Strong Island,恩斯·福特,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
起身 Unrest,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
谁的街道 Whose Streets?,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
无处为家 I Don't Feel at Home in This World Anymore,梅肯·布莱尔,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
黄鸟 The Yellow Birds,亚历山大·摩尔,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
见习修女 Novitiate,玛格丽特·贝茨,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
冰雪之行 Walking Out,亚历克斯·史密斯,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
骨瘦如柴 To the Bone,马蒂·诺克森,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
黄金出口 Golden Exits,亚历克斯·罗斯·派瑞,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
固定电话 Landline,吉莉安·罗伯斯比尔,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
布里斯比熊 Brigsby Bear,戴夫·麦卡里,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
沙滩鼠 Beach Rats,伊丽莎·希特曼,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
创可贴 Band Aid,佐伊·利斯特·琼斯,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
燃烧的沙漠 Burning Sands,杰拉德·麦克穆雷,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
皇冠高地 Crown Heights,马特·罗斯金,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
昔日英雄 The Hero,布雷特·海利,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
英格丽向西行 Ingrid Goes West,马特·斯派克,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
帕蒂蛋糕$ Patti Cake$,杰里米·贾斯珀,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
"洛葛仙妮 Roxanne, Roxanne",迈克尔·拉内尔,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
尼罗河的希尔顿事件 The Nile Hilton Incident,塔里克·萨利赫,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
轻松+愉快,耿军,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
柏林综合症 Berlin Syndrome,凯特·绍特兰,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
家庭生活 Vida de Familia,艾丽西亚·施谢森,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
大笨象 Pop Aye,陈敬音,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
我的快乐家庭 ჩემი ბედნიერი ოჯახი,娜娜·埃克夫蒂米什维利,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
上帝之国 God's Own Country,弗朗西斯·李,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
啄木鸟 Carpinteros,乔斯-马拉·卡巴尔,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
蝾螈的多重杀伤力 Axolotl Overkill,Unkown,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
不要咽下我的心，鳄鱼女孩！ Não Devore Meu Coração,Unkown,2017,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
梦呓雨林 Sueño en otro idioma,埃内斯托·孔特雷拉斯,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
伤口 Inxeba,约翰·特伦戈夫,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
终守阿勒波 De sidste mænd i Aleppo,菲拉斯·法耶德,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
机器 Machines,拉胡尔·贾殷,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
代替父母 In Loco Parentis,Unkown,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
震撼世界的印第安人 Rumble: The Indians Who Rocked The World,Unkown,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
维尼 Winnie,帕斯卡尔·拉姆彻,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
工人奖杯 The Workers Cup,Unkown,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
好邮差 The Good Postman,Unkown,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
还没暗 It's Not Yet Dark,Unkown,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
东京偶像 Tokyo Idols,三宅响子,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
母亲之地 Motherland,拉蒙纳·迪亚兹,2017,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
